"Name";"Ingredients";"Energy_kcal";"Fat_g";"Carbohydrates_g";"Fiber_g";"Protein_g"
"smazona-minisalata-rzymska";c("jogurt grecki", "papryka grillowana piquillo", "ząbek czosnku", "pistacje", "tymianek świeży", "limonka", "miód", "oliwa z oliwek", "ciecierzyca konserwowa", "olej", "ząbek czosnku", "tymianek świeży", "papryczka chili czerwona", "masło", "minisałata rzymska", "olej", "papryczka chili czerwona", "ząbek czosnku", "imbir świeży", "tymianek świeży", "masło");"1176,6";"80,4";"86";"21,7";"35,4"
"pomidory-truskawkowe-z-marynowana-cebulka";c("szalotka", "ocet winny, biały", "cukier", "bazylia świeża", "gruszka", "pieprz czarny", "musztarda francuska", "pomidor truskawkowy", "szczypiorek", "szpinak świeży", "oliwa z oliwek", "maślanka");"779,3";"52,2";"70";"7,5";"9,1"
"dal-z-czerwonej-soczewicy";c("oliwa z oliwek", "cebula", "ząbek czosnku", "imbir świeży", "kurkuma mielona", "garam masala", "soczewica czerwona", "chili płatki", "pomidory krojone z puszki", "mleczko kokosowe", "bulion warzywny", "sól", "pomidorki cherry", "szpinak świeży", "kolendra świeża", "ryż jaśminowy");"581,3";"15,8";"89,5";"7,9";"20"
"spaghetti-z-pomidorami-i-pasta-z-sera-ricotta";c("makaron spaghetti", "oliwa z oliwek", "ząbek czosnku", "papryczka chili czerwona", "bazylia świeża", "pomidory krojone z puszki", "ser ricotta", "cytryna", "pistacje", "sól", "pieprz czarny");"1015,7";"51,1";"107,1";"9,9";"41"
"parowane-mlode-ziemniaczki-z-gzikiem-i-salsa";c("ziemniak", "rozmaryn świeży", "cebula", "olej słonecznikowy", "ząbek czosnku", "pomidor suszony", "rukola", "pistacje", "ser twaróg tłusty", "śmietana 30%", "szczypiorek", "sól", "pieprz czarny");"672,8";"42,8";"66";"16,8";"17,2"
"sos-kurkowy";c("kurki", "cebula", "masło", "ząbek czosnku", "oliwa z oliwek", "śmietana 30%", "natka pietruszki", "sól", "pieprz czarny");"280,3";"23";"15,9";"6,1";"3,3"
"kalafior-w-jogurtowym-sosie-curry";c("kalafior", "papryczka chili czerwona", "ząbek czosnku", "szalotka", "olej rzepakowy", "śmietana 30%", "jogurt naturalny", "curry", "garam masala", "miód", "limonka", "kolendra świeża", "orzech nerkowca", "sól", "pieprz czarny");"397,9";"20,7";"45,2";"10,9";"16,5"
"miodowy-kurczak-w-stylu-koreanskim";c("kurczak filety z piersi", "sól", "mąka ziemniaczana", "olej słonecznikowy", "ząbek czosnku", "miód", "sos sojowy", "ocet ryżowy", "imbir świeży", "sos sriracha", "szczypior cebuli", "sezam biały", "ryż jaśminowy");"651,7";"10";"55,7";"1,8";"48,5"
"jackfruit-w-sosie-teriyaki";c("jackfruit", "olej słonecznikowy", "marchew", "skrobia kukurydziana", "woda", "cukier trzcinowy", "sos sojowy", "ocet ryżowy", "imbir świeży", "ząbek czosnku", "syrop klonowy", "papryczka chili czerwona", "sezam biały");"410,1";"6";"79,1";"2,2";"10,6"
"bowl-w-stylu-azjatyckim-z-pierozkami-gyoza";c("sezam prażony", "olej słonecznikowy", "pierożki gyoza", "szpinak świeży", "olej słonecznikowy", "ząbek czosnku", "sos sojowy", "ryż do sushi", "ocet ryżowy", "cukier", "sól", "marchew", "kimchi", "ogórek", "papryka żółta", "słodki sos chili", "wasabi", "kolendra świeża", "kiszona biała rzodkiew");"1193,2";"48,4";"149,4";"8,5";"34,4"
"kokosowe-krewetki-z-sosem-mango";c("mleczko kokosowe", "cukier brązowy", "mango w plastrach", "sos sriracha", "papryczka chili czerwona", "krewetki", "wiórki kokosowe", "panierka panko", "mąka pszenna", "jajko", "olej rzepakowy", "ryż jaśminowy", "mleczko kokosowe", "sól", "sezam czarny", "szczypior cebuli", "ananas", "sezam czarny", "limonka");"1831,5";"86,6";"219,5";"6,3";"57,1"
"yakisoba-z-krewetkami";c("sos sojowy", "ocet ryżowy", "sos ostrygowy", "ketchup pikantny", "miód", "imbir świeży", "papryczka chili czerwona", "makaron soba", "olej słonecznikowy", "ząbek czosnku", "szalotka", "papryka czerwona", "marchew", "pak choi", "krewetki", "cebula dymka");"528,8";"10,6";"85,7";"4,7";"23,7"
"tradycyjna-maczanka-krakowska";c("mięso wieprzowe karkówka", "cebula", "ząbek czosnku", "liść laurowy", "ziele angielskie", "kminek cały", "kminek mielony", "masło", "smalec", "sól", "pieprz czarny", "pieprz czarny, ziarnisty", "bułka kajzerka", "ogórek kiszony", "chrzan");"397,3";"24,3";"38,8";"3,6";"30"
"nowoczesna-maczanka-w-azjatyckim-stylu";c("mięso wieprzowe karkówka", "cebula", "por", "marchew", "ząbek czosnku", "tymianek suszony", "kumin", "koncentrat pomidorowy", "kwas chlebowy", "woda", "masło", "olej", "papryczka chili czerwona", "imbir świeży", "kolendra świeża", "ogórek gruntowy", "limonka", "miód", "oliwa z oliwek", "kapusta biała", "gruszka", "fińskie pieczywo owsiane", "szczypiorek");"938,8";"62,8";"82,8";"11,1";"43,1"
"ratatouille-z-serem-plesniowym";c("oliwa z oliwek", "cebula", "ząbek czosnku", "zioła prowansalskie", "pomidory krojone z puszki", "ocet balsamiczny", "papryka czerwona", "sól", "pieprz czarny", "pomidor czerwony", "cukinia", "bakłażan", "żółta cukinia", "ser la brique");"150";"3,8";"27,6";"9,5";"5,8"
"bowl-proteinowy-z-pulpecikami-z-indyka";c("indyk pierś", "przyprawa do mięsa", "ząbek czosnku", "cebula czerwona", "szpinak świeży", "szczypiorek", "płatki owsiane", "sól", "jajko", "cebula czerwona", "papryka żółta", "marchew", "kapusta czerwona", "borówki", "skyr naturalny", "bazylia świeża", "świeży koperek", "natka pietruszki", "sól", "pieprz czarny", "oliwa z oliwek", "makaron z soczewicy");"944,8";"10,1";"114";"19,5";"97"
"indyk-z-salsa-truskawkowa";c("indyk pierś", "truskawka", "ser gorgonzola", "cebula czerwona", "oliwa z oliwek", "sól", "pieprz czarny", "limonka", "ocet winny, czerwony", "miód", "kolendra świeża");"359,4";"20,4";"15,8";"3,1";"29,1"
"fajita-z-kurczaka";c("kurczak filety z piersi", "papryka czerwona", "cebula", "ząbek czosnku", "kumin", "limonka", "kolendra świeża", "miód", "sól", "pieprz biały", "oliwa z oliwek", "papryczka padrón", "pomidor czerwony", "cebula", "papryczka padrón", "kolendra świeża", "limonka", "oliwa z oliwek", "sól", "pieprz czarny", "śmietana kwaśna", "tortilla");"763,8";"23";"52,8";"7,8";"51,1"
"warzywna-potrawka-w-aromatycznym-sosie";c("kalafior", "kalarepa", "botwina", "woda", "piramidka smaku do rosołu", "ząbek czosnku", "cebula", "oliwa z oliwek", "kurkuma, świeża", "imbir świeży", "świeży koperek", "musztarda francuska", "sól");"391,5";"13,1";"61,8";"25,8";"19,3"
"filet-z-dorsza-pod-orzechowa-kruszonka";c("dorsz filet", "pomidor suszony", "orzech laskowy", "orzech nerkowca", "parmezan tarty", "sól", "pieprz czarny", "oregano suszone", "oliwa z oliwek", "kasza gryczana biała", "rukola", "pomidorki koktajlowe", "czosnek granulowany");"579,3";"26,1";"53,2";"34,5";"34,5"
"kolorowe-rolady-nalesnikowe";c("jajko", "ekstrakt waniliowy", "mąka pszenna", "sól", "mleko", "masło", "ser mascarpone", "śmietana 36%", "ekstrakt waniliowy", "syrop z agawy", "borówki", "jajko", "mąka pszenna", "sól", "mleko", "szpinak świeży", "ekstrakt waniliowy", "masło", "ser ricotta", "śmietana 36%", "sok z cytryny", "skórka cytryny tarta", "syrop z agawy", "malina", "jajko", "mąka pszenna", "ekstrakt waniliowy", "kakao", "sól", "mleko", "masło", "śmietana 36%", "wiórki kokosowe", "mango");"604,9";"38,7";"48,9";"17,3";"17,3"
"klopsiki-z-kurczaka-z-czerwona-kapusta";c("kurczak filety z piersi", "mieszanka przypraw złocisty kurczak", "ząbek czosnku", "cebula czerwona", "szczypiorek", "natka pietruszki", "oliwa z oliwek", "brokuł", "kapusta czerwona", "sos sojowy", "nektarynka", "sól", "pieprz czarny", "świeży koperek");"566";"9,5";"55,9";"44,2";"44,2"
"ryba-z-warzywami-w-papilocie";c("dorsz filet", "cukinia", "kapusta pekińska", "marchew", "sok z cytryny", "ser feta", "świeży koperek", "oliwa z oliwek", "sól", "pieprz czarny", "czarnuszka", "sos tzatziki");"523,5";"25,3";"28";"47,2";"47,2"
"placuszki-z-serka-grani-z-truskawkami";c("serek grani", "jajko", "erytrytol", "razowa mąka orkiszowa", "proszek do pieczenia", "truskawka", "truskawka", "orzech brazylijski", "miód");"390,2";"15";"55,5";"18,7";"18,7"
"placuszki-bez-laktozy-z-szynka";c("pomidorki koktajlowe", "ocet balsamiczny", "oliwa z oliwek", "płatki owsiane", "napój sojowy", "szynka z indyka", "cukinia", "cebula dymka", "awokado", "sól", "pieprz czarny");"408,8";"22,1";"38,9";"20,2";"20,2"
"pieczony-baklazan-z-indykiem";c("bakłażan", "oliwa z oliwek", "mięso indycze mielone", "przyprawa do gyrosa", "jogurt naturalny", "koper suszony", "ząbek czosnku", "sól", "sok z cytryny", "pomidorki koktajlowe", "natka pietruszki");"527,7";"32,5";"29,2";"33,7";"33,7"
"domowy-makaron-z-truskawkami";c("mąka pszenna", "żółtka jaj", "wanilia", "sól", "cukier puder", "woda", "truskawka", "ser twaróg półtłusty", "śmietana 18%", "mięta świeża");"572,1";"28,6";"63,6";"21,7";"21,7"
"wege-placki-z-tartych-warzyw";c("cukinia", "marchew", "ząbek czosnku", "mąka pszenna", "jajko", "cebula dymka", "oliwa z oliwek", "sól", "pieprz czarny", "skyr naturalny", "chrzan", "oliwa z oliwek", "sól", "pieprz czarny", "świeży koperek");"425";"16,6";"46,1";"25,3";"25,3"
"zielony-falafel-burger";c("ciecierzyca", "soda oczyszczona", "pistacje", "szalotka", "czosnek główka", "kolendra świeża", "natka pietruszki", "skórka cytryny tarta", "kolendra mielona", "kumin", "mąka orkiszowa", "majonez wegański", "sól", "pieprz czarny", "oliwa z oliwek", "bułka hamburgerowa", "majonez wegański", "pomidor czerwony", "cebula czerwona", "ogórek kiszony", "kiełki słonecznika", "sałata rzymska");"458,1";"26,9";"44,8";"12,4";"12,4"
"placuszki-z-botwinki-z-dipem-chrzanowym";c("botwina", "ziemniak", "cebula", "czosnek główka", "jajko", "mąka pszenna", "świeży koperek", "sól", "olej rzepakowy", "jogurt naturalny", "śmietana kwaśna", "chrzan tarty", "musztarda dijon", "świeży koperek", "sól", "pieprz czarny");"301,8";"16";"28,4";"12";"12"
"kalarepa-faszerowana-grochem";c("kalarepa", "groch łuskany", "szpinak świeży", "kasza kuskus", "cebula", "czosnek główka", "bulion warzywny", "ser feta", "bazylia świeża", "oliwa z oliwek", "sól", "pieprz czarny", "piramidka smaku");"359,8";"9,4";"55,6";"18,3";"18,3"
"uniwersalna-marynata-do-mies-i-warzyw";c("olej", "sos sojowy", "woda", "miód", "czosnek główka", "pieprz czarny", "bazylia suszona", "oregano suszone", "rozmaryn świeży", "pojedynczy filet z kurczaka");"148,8";"13,1";"7,8";"0,9";"0,9"
"klopsiki-z-ciecierzycy-w-weganskim-sosie-a-la-pieczeniowym";c("siemię lniane, całe", "woda", "ciecierzyca konserwowa", "bułka tarta", "sos sojowy", "mąka ziemniaczana", "czosnek granulowany", "oregano suszone", "bazylia suszona", "tymianek suszony", "pieprz czarny", "olej", "marchew", "grzyby suszone", "cebula", "seler naciowy", "ząbek czosnku", "tymianek suszony", "papryka wędzona mielona", "liść laurowy", "olej", "koncentrat pomidorowy", "bulion warzywny", "mąka pszenna", "sos sojowy");"470,2";"21,9";"58,2";"15,1";"15,1"
"jambalaya-z-kurczakiem-kielbasa-i-krewetkami";c("ryż długoziarnisty", "kiełbasa wiejska", "kurczak filety z piersi", "krewetki", "olej", "cebula", "papryka czerwona", "seler naciowy", "ząbek czosnku", "bulion drobiowy", "pomidory krojone z puszki", "koncentrat pomidorowy", "papryka mielona słodka", "chili płatki", "oregano suszone", "pieprz cayenne", "pieprz czarny", "pieprz biały", "sól", "natka pietruszki");"606,5";"29,9";"42,2";"41,3";"41,3"
"kluski-z-kaszy-manny-ze-skwarkami";c("kasza manna", "parmezan", "jajko", "masło", "sól", "gałka muszkatołowa", "boczek surowy", "pomidor czerwony", "natka pietruszki");"716,2";"58,1";"25,3";"21,9";"21,9"
"bowl-z-kurczakiem-cytrynowym-ryzem-i-warzywami";c("kurczak filety z piersi", "miód", "cytryna", "ząbek czosnku", "oliwa z oliwek", "tymianek suszony", "sól", "pieprz czarny", "ryż brązowy", "orzechy ziemne niesolone", "szpinak baby", "ząbek czosnku", "cytryna", "oliwa z oliwek", "pieprz czarny", "sól", "brokuł", "szparagi zielone", "cytryna", "sól", "oliwa z oliwek");"1315,4";"56,7";"134,6";"71,3";"71,3"
"gryczane-kaszotto-z-marchewka-nerkowcami-i-pieczarkami";c("kasza gryczana biała", "cebula", "ząbek czosnku", "orzech nerkowca", "pieczarka", "marchew", "bulion drobiowy", "oregano suszone", "tymianek suszony", "sól", "pieprz czarny", "oliwa z oliwek");"330,6";"11";"45,6";"14,7";"14,7"
"dynia-faszerowana-kasza-jaglana-warzywami-i-ziolami";c("kasza jaglana", "dynia piżmowa", "kukurydza konserwowa", "cebula", "szałwia świeża", "bulion warzywny", "mozzarella", "sól", "pieprz czarny", "oliwa z oliwek");"1027,3";"35,5";"145,9";"43,7";"43,7"
"pieczony-losos-z-komosa-ryzowa-i-swiezymi-warzywami";c("cebula czerwona", "ocet winny", "woda", "syrop klonowy", "filet z łososia ze skórą", "białko jaja kurzego", "sezam biały", "sezam czarny", "oliwa z oliwek", "sos sojowy", "syrop klonowy", "sos sriracha", "imbir świeży", "majonez", "sos sriracha", "szczypiorek", "szpinak świeży", "pomidorki koktajlowe", "kiełki słonecznika", "kolendra świeża", "oliwa z oliwek", "chleb ze słonecznikiem", "sól", "pieprz czarny", "komosa ryżowa (quinoa)", "fasola edamame, świeża", "awokado", "kiełki rzodkiewki"
);"543,4";"32,3";"45,2";"18,3";"18,3"
"nalesniki-w-sosie-piwnym";c("mąka pszenna", "mleko", "woda", "jajko", "masło", "olej słonecznikowy", "sól", "piwo typu ale", "masło", "miód", "jabłko", "limonka");"1195,1";"84,5";"80,3";"18,2";"18,2"
"tarta-tatin-z-szalotkami-i-serem-plesniowym";c("ciasto francuskie", "szalotka", "cukier trzcinowy", "ocet balsamiczny", "masło", "oliwa z oliwek", "ser pleśniowy", "sól", "pieprz czarny", "koper suszony");"195,1";"11,9";"19,3";"3,8";"3,8"
"pasta-frittata-czyli-frittata-z-makaronu-z-serami-i-salami";c("makaron spaghetti", "jajko", "mleko", "kiełbasa salami", "ser provolone", "mozzarella", "parmezan tarty", "oliwa z oliwek", "masło", "sól", "pieprz czarny");"440,2";"23,5";"33,5";"23,1";"23,1"
"klopsiki-zapiekane-z-serem-provolone";c("mięso mielone wołowe", "cebula", "jajko", "bułka tarta", "zioła włoskie", "ząbek czosnku", "sól", "pieprz czarny", "oliwa z oliwek", "pomidory krojone z puszki", "ocet winny, czerwony", "syrop klonowy", "oliwa z oliwek", "masło", "bazylia świeża", "sól", "pieprz czarny", "makaron spaghetti", "ser provolone");"586,3";"30,1";"43,5";"35,6";"35,6"
"chrupiace-ziemniaczki-z-serem-i-salami";c("ziemniak", "parmezan tarty", "oliwa z oliwek", "kiełbasa salami", "zioła włoskie", "szczypiorek", "sól");"330,4";"17,8";"27,9";"13,7";"13,7"
"weganski-pasztet-z-orzechami-wloskimi";c("orzech włoski", "oliwa z oliwek", "cebula", "czosnek główka", "majeranek suszony", "papryka wędzona mielona", "sos sojowy", "sok z cytryny", "pomidor suszony", "agar", "woda", "sól", "pieprz czarny");"250";"22,1";"7,6";"9,1";"9,1"
"biala-kielbasa-zapiekana-w-sosie-musztardowo-piwnym";c("kiełbasa biała", "cebula biała", "musztarda francuska", "śmietana 30%", "masło", "ciasto francuskie", "majeranek suszony", "kminek", "gruszka", "piwo porter", "miód akacjowy", "jajko", "mleko", "sól", "pieprz biały", "olej");"1049,4";"72,2";"72,5";"16,3";"16,3"
"salatka-makaronowo-serowa-w-sloikach";c("ocet balsamiczny", "sól", "pieprz czarny", "oliwki zielone", "bazylia świeża", "awokado", "cappelletti z serem i rukolą", "cappelletti z ricottą i bazylią", "sos do makaronu z winem barolo", "sos do makaronu z rukolą", "sos do makaronu z pomidorkami koktajlowymi");"883,4";"50";"80,9";"25,7";"25,7"
"makaron-z-serem-burrata";c("cykoria", "kapar", "burrata", "sok z cytryny", "cytryna", "pesto czerwone", "sól morska", "chili płatki", "tagliolini z truflami");"621,6";"21,3";"83,7";"4,7";"23,3"
"wytrawny-pudding-chlebowy";c("mleko", "majeranek suszony", "czosnek główka", "croissant", "masło", "jajko", "śmietana 30%", "ser brie", "ser roquefort", "szynka gotowana", "szpinak baby", "masło", "bułka tarta");"478,5";"31,4";"26,5";"22";"22"
"kociolek-mysliwski-z-piekarnika";c("kiełbasa myśliwska", "mięso wieprzowe karkówka", "kapusta kiszona", "burak", "cebula", "czosnek główka", "miód lipowy", "sok z kapusty kiszonej", "woda", "majeranek", "papryka mielona ostra", "papryka mielona słodka", "olej", "sól", "pieprz biały");"488,9";"33";"32,1";"10,6";"48,4"
"piroshki-z-wolowina";c("mąka pszenna", "drożdże suszone", "sól", "olej rzepakowy", "woda", "mięso mielone wołowe", "cebula", "czosnek główka", "oliwa z oliwek", "masło", "marchew", "papryka mielona słodka", "świeży koperek", "sól", "pieprz czarny");"788,3";"30,7";"98,7";"29,5";"29,5"
"scaccia-z-serami-i-salami";c("mąka pszenna", "jajko", "sól", "oliwa z oliwek", "woda", "pomidorki cherry", "oliwa z oliwek", "cebula", "bazylia świeża", "miód", "pomidor suszony", "sól", "pieprz czarny", "ser provolone", "parmezan", "kiełbasa salami", "oliwa z oliwek");"574,5";"20,7";"74,6";"24";"24"
"makaron-orecchiette-ammollicate";c("anchois", "czosnek główka", "bułka tarta", "oliwa z oliwek", "makaron orecchiette", "natka pietruszki", "anchois", "grana padano");"577,2";"11,9";"92,2";"22,3";"22,3"
"kurczak-w-panierce-z-prazonej-cebuli";c("kurczak filety z piersi", "musztarda miodowa", "cebula prażona", "oliwa z oliwek", "sól", "parmezan tarty");"700,5";"45,1";"23,9";"46,5";"46,5"
"chili-sin-carne-con-tofu";c("cebula", "syrop klonowy", "ocet winny, czerwony", "seler naciowy", "czosnek główka", "pomidory z puszki", "fasola czerwona z puszki", "kukurydza konserwowa", "koncentrat pomidorowy", "papryczka chili czerwona", "olej rzepakowy", "sól", "czekolada gorzka >70% kakao", "liść laurowy", "oregano suszone", "papryka wędzona mielona", "pieprz czarny", "papryka mielona słodka", "kumin", "tofu, wędzone", "kolendra świeża", "nachos", "awokado", "śmietana kwaśna");"332,9";"15,5";"36";"13,9";"13,9"
"makaron-z-sosem-grzybowym-a-la-bolonski";c("boczniaki", "pieczarki brązowe", "cebula", "ząbek czosnku", "koncentrat pomidorowy", "sos sojowy", "woda", "seler naciowy", "pieprz czarny", "sól", "olej słonecznikowy", "masło", "soczewica czerwona", "papryka mielona słodka", "makaron penne", "natka pietruszki", "cukier", "pomidory z puszki", "ser żółty wędzony", "tymianek suszony", "marchew");"651,3";"21,8";"89,4";"25,7";"25,7"
"pita-z-serem-graviera";c("chlebek pita", "oliwa z oliwek", "masło", "pieczarka", "czosnek główka", "pomidor suszony", "sól", "pieprz czarny", "szpinak baby", "ser graviera, tarty");"1027,3";"52";"99,7";"50,7";"50,7"
"kurczak-duszony-w-piwie";c("kurczak udko", "mąka pszenna", "masło", "boczek wędzony", "cebula", "miód", "koncentrat pomidorowy", "ocet jabłkowy", "liść laurowy", "ziele angielskie", "marchew", "sól", "pieprz czarny", "woda", "olej", "tymianek świeży", "piwo ciemne", "czosnek główka");"720,4";"52,7";"27,4";"26,3";"26,3"
"pieczony-kalafior-z-sosem-tahini-granatem-i-pistacjami";c("kalafior", "oliwa z oliwek", "masło orzechowe", "syrop klonowy", "czosnek główka", "papryka wędzona mielona", "sól", "pieprz czarny", "sok z cytryny", "ketchup", "sól", "pasta sezamowa tahini", "jogurt kokosowy, wegański", "granat", "pistacje", "natka pietruszki");"256,3";"13,6";"28,9";"9,4";"9,4"
"bezmiesny-pie";c("masło", "pieczarki brązowe", "korzeń pietruszki", "czosnek główka", "jarmuż", "sos sojowy", "bulion warzywny", "mleko", "mąka pszenna", "natka pietruszki", "ciasto francuskie", "jajko", "oliwa z oliwek", "sól", "pieprz czarny", "dynia piżmowa", "marchew z groszkiem, mrożona", "cebula czosnkowa", "seler naciowy", "mieszanka przypraw złocisty kurczak");"391,3";"20,9";"38,8";"9,6";"9,6"
"risotto-z-grzybami-lesnymi-i-parmezanem";c("oliwa z oliwek", "cebula czerwona", "ząbek czosnku", "marchew", "ryż do risotto", "liść laurowy", "wino białe", "bulion warzywny", "olej słonecznikowy", "sól", "pieprz czarny", "parmezan", "natka pietruszki", "ser mascarpone", "mieszane grzyby leśne");"619,7";"15,3";"84,3";"4,9";"22"
